Lead Number,Type of Ad Seen
645355,Not Applicable
645352,Not Applicable
645350,Not Applicable
645342,Not Applicable
645335,Not Applicable
645333,Not Applicable
645330,Not Applicable
645324,Not Applicable
645315,Not Applicable
645308,Not Applicable
645305,Not Applicable
645294,Not Applicable
645292,Not Applicable
645291,Not Applicable
645285,Not Applicable
645276,Not Applicable
645274,Not Applicable
645271,Not Applicable
645265,Not Applicable
645252,Not Applicable
645243,Not Applicable
645241,Not Applicable
645226,Not Applicable
645218,Not Applicable
645215,Not Applicable
645200,Not Applicable
645184,Not Applicable
645176,Not Applicable
645173,Not Applicable
645172,Not Applicable
645169,Not Applicable
645155,Not Applicable
645154,Not Applicable
645149,Not Applicable
645148,Not Applicable
645140,Not Applicable
645131,Not Applicable
645128,Not Applicable
645114,Not Applicable
645110,Not Applicable
645099,Not Applicable
645089,Not Applicable
645067,Not Applicable
645057,Not Applicable
645051,Not Applicable
645035,Not Applicable
645026,Not Applicable
645024,Not Applicable
645009,Not Applicable
644990,Not Applicable
644988,Not Applicable
644985,Not Applicable
644961,Not Applicable
644954,Not Applicable
644953,Not Applicable
644924,Not Applicable
644912,Not Applicable
644911,Not Applicable
644906,Not Applicable
644905,Not Applicable
644900,Not Applicable
644895,Not Applicable
644885,Not Applicable
644881,Not Applicable
644880,Not Applicable
644871,Not Applicable
644862,Not Applicable
644861,Not Applicable
644821,Not Applicable
644816,Not Applicable
644763,Not Applicable
644758,Not Applicable
644750,Not Applicable
644724,Not Applicable
644723,Not Applicable
644717,Not Applicable
644710,Not Applicable
644706,Not Applicable
644703,Not Applicable
644702,Not Applicable
644691,Not Applicable
644680,Not Applicable
644671,Not Applicable
644665,Not Applicable
644658,Not Applicable
644642,Not Applicable
644641,Not Applicable
644640,Not Applicable
644624,Not Applicable
644599,Not Applicable
644594,Not Applicable
644576,Not Applicable
644524,Not Applicable
644512,Not Applicable
644500,Not Applicable
644481,Not Applicable
644477,Not Applicable
644466,Not Applicable
644453,Not Applicable
644450,Not Applicable
644414,Not Applicable
644410,Not Applicable
644390,Not Applicable
644388,Not Applicable
644380,Not Applicable
644343,Not Applicable
644295,Not Applicable
644290,Not Applicable
644288,Not Applicable
644286,Not Applicable
644282,Not Applicable
644264,Not Applicable
644261,Not Applicable
644257,Not Applicable
644249,Not Applicable
644247,Not Applicable
644246,Not Applicable
644225,Not Applicable
644223,Not Applicable
644222,Not Applicable
644221,Not Applicable
644211,Not Applicable
644197,Not Applicable
644186,Not Applicable
644182,Not Applicable
644181,Not Applicable
644174,Not Applicable
644173,Not Applicable
644160,Not Applicable
644144,Not Applicable
644143,Not Applicable
644137,Not Applicable
644130,Not Applicable
644129,Not Applicable
644125,Not Applicable
644122,Not Applicable
644118,Not Applicable
644117,Not Applicable
644111,Not Applicable
644087,Not Applicable
644080,Not Applicable
644076,Not Applicable
644069,Not Applicable
644068,Not Applicable
644065,Not Applicable
644064,Not Applicable
644042,Not Applicable
644036,Not Applicable
644029,Not Applicable
644023,Not Applicable
644013,Not Applicable
644006,Not Applicable
644000,Not Applicable
643998,Not Applicable
643986,Not Applicable
643980,Not Applicable
643977,Not Applicable
643976,Not Applicable
643974,Not Applicable
643963,Not Applicable
643951,Not Applicable
643946,Not Applicable
643945,Not Applicable
643938,Not Applicable
643937,Not Applicable
643936,Not Applicable
643930,Not Applicable
643923,Not Applicable
643918,Not Applicable
643917,Not Applicable
643916,Not Applicable
643902,Not Applicable
643901,Not Applicable
643899,Not Applicable
643897,Not Applicable
643891,Not Applicable
643889,Not Applicable
643884,Not Applicable
643871,Not Applicable
643848,Not Applicable
643845,Not Applicable
643838,Not Applicable
643832,Not Applicable
643831,Not Applicable
643826,Not Applicable
643819,Not Applicable
643814,Not Applicable
643810,Not Applicable
643807,Not Applicable
643801,Not Applicable
643795,Not Applicable
643788,Not Applicable
643789,Not Applicable
643787,Not Applicable
643778,Not Applicable
643772,Not Applicable
643766,Not Applicable
643746,Not Applicable
643712,Not Applicable
643701,Not Applicable
643643,Not Applicable
643637,Not Applicable
643634,Not Applicable
643628,Not Applicable
643623,Not Applicable
643602,Not Applicable
643593,Not Applicable
643583,Not Applicable
643548,Not Applicable
643546,Not Applicable
643545,Not Applicable
643534,Not Applicable
643524,Not Applicable
643517,Not Applicable
643508,Not Applicable
643505,Not Applicable
643496,Not Applicable
643477,Not Applicable
643467,Not Applicable
643461,Not Applicable
643459,Not Applicable
643443,Not Applicable
643401,Not Applicable
643386,Not Applicable
643384,Not Applicable
643360,Not Applicable
643356,Not Applicable
643343,Not Applicable
643342,Not Applicable
643324,Not Applicable
643320,Not Applicable
643304,Not Applicable
643299,Not Applicable
643296,Not Applicable
643292,Not Applicable
643289,Not Applicable
643287,Not Applicable
643272,Not Applicable
643273,Not Applicable
643274,Not Applicable
643275,Not Applicable
643276,Not Applicable
643277,Not Applicable
643278,Not Applicable
643279,Not Applicable
643280,Not Applicable
643281,Not Applicable
643282,Not Applicable
643283,Not Applicable
643268,Not Applicable
643263,Not Applicable
643247,Not Applicable
643233,Not Applicable
643228,Not Applicable
643227,Not Applicable
643219,Not Applicable
643215,Not Applicable
643208,Not Applicable
643201,Not Applicable
643198,Not Applicable
643191,Not Applicable
643173,Not Applicable
643170,Not Applicable
643169,Not Applicable
643163,Not Applicable
643158,Not Applicable
643157,Not Applicable
643151,Not Applicable
643149,Not Applicable
643127,Not Applicable
643106,Not Applicable
643101,Not Applicable
643090,Not Applicable
643088,Not Applicable
643078,Not Applicable
643072,Not Applicable
643065,Not Applicable
643058,Not Applicable
643054,Not Applicable
643053,Not Applicable
643051,Not Applicable
643040,Not Applicable
643038,Not Applicable
643032,Not Applicable
643001,Not Applicable
642991,Not Applicable
642990,Not Applicable
642987,Not Applicable
642986,Not Applicable
642972,Not Applicable
642969,Not Applicable
642967,Not Applicable
642963,Not Applicable
642954,Not Applicable
642951,Not Applicable
642941,Not Applicable
642937,Not Applicable
642933,Not Applicable
642914,Not Applicable
642907,Not Applicable
642895,Not Applicable
642886,Not Applicable
642881,Not Applicable
642875,Not Applicable
642856,Not Applicable
642855,Not Applicable
642846,Not Applicable
642841,Not Applicable
642834,Not Applicable
642832,Not Applicable
642813,Not Applicable
642806,Not Applicable
642802,Not Applicable
642801,Not Applicable
642798,Not Applicable
642796,Not Applicable
642791,Not Applicable
642785,Not Applicable
642784,Not Applicable
642781,Not Applicable
642764,Not Applicable
642741,Not Applicable
642724,Not Applicable
642719,Not Applicable
642640,Not Applicable
642635,Not Applicable
642628,Not Applicable
642612,Not Applicable
642590,Not Applicable
642574,Not Applicable
642553,Not Applicable
642544,Not Applicable
642543,Not Applicable
642531,Not Applicable
642522,Not Applicable
642510,Not Applicable
642495,Not Applicable
642490,Not Applicable
642477,Not Applicable
642470,Not Applicable
642466,Not Applicable
642456,Not Applicable
642455,Not Applicable
642452,Not Applicable
642443,Not Applicable
642439,Not Applicable
642435,Not Applicable
642430,Not Applicable
642410,Not Applicable
642403,Not Applicable
642394,Not Applicable
642384,Not Applicable
642361,Not Applicable
642356,Not Applicable
642352,Not Applicable
642343,Not Applicable
642333,Not Applicable
642307,Not Applicable
642303,Not Applicable
642295,Not Applicable
642278,Not Applicable
642256,Not Applicable
642248,Not Applicable
642242,Not Applicable
642228,Not Applicable
642222,Not Applicable
642218,Not Applicable
642217,Not Applicable
642213,Not Applicable
642205,Not Applicable
642204,Not Applicable
642202,Not Applicable
642182,Not Applicable
642180,Not Applicable
642177,Not Applicable
642169,Not Applicable
642165,Not Applicable
642146,Not Applicable
642145,Not Applicable
642140,Not Applicable
642128,Not Applicable
642126,Not Applicable
642120,Not Applicable
642099,Not Applicable
642098,Not Applicable
642090,Not Applicable
642089,Not Applicable
642088,Not Applicable
642081,Not Applicable
642070,Not Applicable
642069,Not Applicable
642061,Not Applicable
642056,Not Applicable
642054,Not Applicable
642052,Not Applicable
642049,Not Applicable
642046,Not Applicable
642032,Not Applicable
642028,Not Applicable
642018,Not Applicable
642012,Not Applicable
641985,Not Applicable
641984,Not Applicable
641976,Not Applicable
641959,Not Applicable
641958,Not Applicable
641957,Not Applicable
641955,Not Applicable
641946,Not Applicable
641940,Not Applicable
641934,Not Applicable
641925,Not Applicable
641916,Not Applicable
641909,Not Applicable
641908,Not Applicable
641907,Not Applicable
641905,Not Applicable
641891,Not Applicable
641875,Not Applicable
641870,Not Applicable
641867,Not Applicable
641858,Not Applicable
641857,Not Applicable
641850,Not Applicable
641829,Not Applicable
641827,Not Applicable
641826,Not Applicable
641817,Not Applicable
641781,Not Applicable
641763,Not Applicable
641743,Not Applicable
641734,Not Applicable
641725,Not Applicable
641715,Not Applicable
641709,Not Applicable
641693,Not Applicable
641684,Not Applicable
641673,Not Applicable
641668,Not Applicable
641663,Not Applicable
641652,Not Applicable
641647,Not Applicable
641637,Not Applicable
641633,Not Applicable
641626,Not Applicable
641623,Not Applicable
641619,Not Applicable
641612,Not Applicable
641603,Not Applicable
641602,Not Applicable
641585,Not Applicable
641584,Not Applicable
641576,Not Applicable
641566,Not Applicable
641547,Not Applicable
641546,Not Applicable
641545,Not Applicable
641543,Not Applicable
641523,Not Applicable
641510,Not Applicable
641507,Not Applicable
641495,Not Applicable
641492,Not Applicable
641481,Not Applicable
641478,Not Applicable
641471,Not Applicable
641468,Not Applicable
641467,Not Applicable
641459,Not Applicable
641455,Not Applicable
641447,Not Applicable
641441,Not Applicable
641424,Not Applicable
641414,Not Applicable
641412,Not Applicable
641410,Not Applicable
641405,Not Applicable
641392,Not Applicable
641386,Not Applicable
641383,Not Applicable
641375,Not Applicable
641366,Not Applicable
641349,Not Applicable
641330,Not Applicable
641324,Not Applicable
641322,Not Applicable
641312,Not Applicable
641311,Not Applicable
641305,Not Applicable
641291,Not Applicable
641288,Not Applicable
641275,Not Applicable
641265,Not Applicable
641258,Not Applicable
641257,Not Applicable
641251,Not Applicable
641250,Not Applicable
641248,Not Applicable
641228,Not Applicable
641227,Not Applicable
641213,Not Applicable
641212,Not Applicable
641196,Not Applicable
641173,Not Applicable
641170,Not Applicable
641155,Not Applicable
641149,Not Applicable
641144,Not Applicable
641140,Not Applicable
641138,Not Applicable
641136,Not Applicable
641129,Not Applicable
641124,Not Applicable
641118,Not Applicable
641113,Not Applicable
641110,Not Applicable
641108,Not Applicable
641106,Not Applicable
641097,Not Applicable
641093,Not Applicable
641091,Not Applicable
641084,Not Applicable
641082,Not Applicable
641072,Not Applicable
641066,Not Applicable
641062,Not Applicable
641056,Not Applicable
641053,Not Applicable
641040,Not Applicable
641037,Not Applicable
641025,Not Applicable
641017,Not Applicable
641008,Not Applicable
640995,Not Applicable
640974,Not Applicable
640972,Not Applicable
640969,Not Applicable
640961,Not Applicable
640957,Not Applicable
640952,Not Applicable
640928,Not Applicable
640921,Not Applicable
640909,Not Applicable
640896,Not Applicable
640890,Not Applicable
640869,Not Applicable
640866,Not Applicable
640818,Not Applicable
640809,Not Applicable
640806,Not Applicable
640799,Not Applicable
640771,Not Applicable
640766,Not Applicable
640752,Not Applicable
640751,Not Applicable
640717,Not Applicable
640716,Not Applicable
640714,Not Applicable
640707,Not Applicable
